Data File,Sample Notes,RT (min),Peak Name,Result Type,Area,Amt,Calib Amt,Dev%-Amt,Sample Type,plate
201026_MIA_208.xms,ISY_CYC_P2_E1,2.827,Secologanin,Failed,1519,328.361,---,---,Analysis,P2
201026_MIA_209.xms,ISY_CYC_P2_E2,2.828,Secologanin,Missing,0,---,---,---,Analysis,P2
201026_MIA_210.xms,ISY_CYC_P2_E3,2.828,Secologanin,Missing,0,---,---,---,Analysis,P2
201026_MIA_211.xms,ISY_CYC_P2_E4,2.814,Secologanin,Failed,1330,326.55,---,---,Analysis,P2
201026_MIA_212.xms,ISY_CYC_P2_E5,2.817,Secologanin,Identified,518,321.269,---,---,Analysis,P2
201026_MIA_213.xms,ISY_CYC_P2_E6,2.828,Secologanin,Missing,0,---,---,---,Analysis,P2
201026_MIA_214.xms,ISY_CYC_P2_E7,2.813,Secologanin,Failed,1353,327.383,---,---,Analysis,P2
201026_MIA_215.xms,ISY_CYC_P2_E8,2.828,Secologanin,Missing,0,---,---,---,Analysis,P2
201026_MIA_216.xms,ISY_CYC_P2_E9,2.828,Secologanin,Missing,0,---,---,---,Analysis,P2
201026_MIA_217.xms,ISY_CYC_P2_E10,2.828,Secologanin,Missing,0,---,---,---,Analysis,P2
201026_MIA_218.xms,ISY_CYC_P2_E11,2.828,Secologanin,Missing,0,---,---,---,Analysis,P2
201026_MIA_219.xms,ISY_CYC_P2_E12,2.828,Secologanin,Missing,0,---,---,---,Analysis,P2
201026_MIA_220.xms,QC_mix_10,2.794,Secologanin,Failed,18273,87.519,1000,-91.248,Verification,P2
201026_MIA_221.xms,ISY_CYC_P2_F1,2.802,Secologanin,Failed,760,322.665,---,---,Analysis,P2
201026_MIA_222.xms,ISY_CYC_P2_F2,2.799,Secologanin,Failed,344314,3855.819,---,---,Analysis,P2
201026_MIA_223.xms,ISY_CYC_P2_F3,2.784,Secologanin,Failed,1990,337.392,---,---,Analysis,P2
201026_MIA_224.xms,ISY_CYC_P2_F4,2.788,Secologanin,Failed,4000,356.533,---,---,Analysis,P2
201026_MIA_225.xms,ISY_CYC_P2_F5,2.818,Secologanin,Failed,7058,379.678,---,---,Analysis,P2
201026_MIA_226.xms,ISY_CYC_P2_F6,2.807,Secologanin,Failed,559,323.302,---,---,Analysis,P2
201026_MIA_227.xms,ISY_CYC_P2_F7,2.828,Secologanin,Missing,0,---,---,---,Analysis,P2
201026_MIA_228.xms,ISY_CYC_P2_F8,2.82,Secologanin,Failed,12374,406.365,---,---,Analysis,P2
201026_MIA_229.xms,ISY_CYC_P2_F9,2.807,Secologanin,Failed,2882,337.498,---,---,Analysis,P2
201026_MIA_230.xms,ISY_CYC_P2_F10,2.828,Secologanin,Missing,0,---,---,---,Analysis,P2
201026_MIA_231.xms,ISY_CYC_P2_F11,2.828,Secologanin,Missing,0,---,---,---,Analysis,P2
201026_MIA_232.xms,ISY_CYC_P2_F12,2.828,Secologanin,Missing,0,---,---,---,Analysis,P2
201026_MIA_233.xms,QC_mix_11,2.816,Secologanin,Failed,22322,93.735,1000,-90.626,Verification,P2
201026_MIA_234.xms,ISY_CYC_P2_G1,2.825,Secologanin,Failed,647263,5087.212,---,---,Analysis,P2
201026_MIA_235.xms,ISY_CYC_P2_G2,2.807,Secologanin,Failed,1.47E+06,11618.703,---,---,Analysis,P2
201026_MIA_236.xms,ISY_CYC_P2_G3,2.82,Secologanin,Failed,936084,7487.533,---,---,Analysis,P2
201026_MIA_237.xms,ISY_CYC_P2_G4,2.818,Secologanin,Failed,187168,1746.847,---,---,Analysis,P2
201026_MIA_238.xms,ISY_CYC_P2_G5,2.819,Secologanin,Failed,229718,2063.696,---,---,Analysis,P2
201026_MIA_239.xms,ISY_CYC_P2_G6,2.816,Secologanin,Failed,523721,4935.176,---,---,Analysis,P2
201026_MIA_240.xms,ISY_CYC_P2_H1,2.808,Secologanin,Failed,10915,410.399,---,---,Analysis,P2
201026_MIA_241.xms,ISY_CYC_P2_H2,2.81,Secologanin,Failed,9717,403.211,---,---,Analysis,P2
201026_MIA_242.xms,ISY_CYC_P2_H3,2.804,Secologanin,Failed,9353,364.325,---,---,Analysis,P2
201026_MIA_243.xms,ISY_CYC_P2_H4,2.808,Secologanin,Failed,248237,2047.581,---,---,Analysis,P2
201026_MIA_244.xms,ISY_CYC_P2_H5,2.819,Secologanin,Failed,381425,2952.116,---,---,Analysis,P2
201026_MIA_245.xms,ISY_CYC_P2_H6,2.81,Secologanin,Failed,254491,2284.181,---,---,Analysis,P2
201026_MIA_246.xms,Solvent Blank,2.815,Secologanin,Failed,2301,119.188,---,---,Blank,P2
201026_MIA_246001.xms,Solvent Blank,2.828,Secologanin,Missing,0,---,---,---,Blank,P2
201026_MIA_247.xms,Blank,2.828,Secologanin,Missing,0,---,---,---,Blank,P2
201026_MIA_248.xms,0.05 mg/L stric_v13#1,2.83,Secologanin,Failed,6005,53.135,50,6.271,Calibration,P2
201026_MIA_249.xms,0.1 mg/L stric_v13#2,2.793,Secologanin,Failed,13649,91.259,100,-8.741,Calibration,P2
201026_MIA_250.xms,0.25 mg/L stric_v13#3,2.794,Secologanin,Failed,36494,231.024,250,-7.591,Calibration,P2
201026_MIA_251.xms,0.5 mg/L stric_v13#4,2.792,Secologanin,Failed,77424,487.814,500,-2.437,Calibration,P2
201026_MIA_252.xms,1 mg/L stric_v13#5,2.792,Secologanin,Failed,174791,1074.171,1000,7.417,Calibration,P2
201026_MIA_253.xms,2.5 mg/L stric_v13#6,2.795,Secologanin,Failed,493184,3383.363,2500,35.335,Calibration,P2
201026_MIA_254.xms,5 mg/L stric_v13#7,2.801,Secologanin,Failed,1.71E+06,10219.27,5000,104.385,Calibration,P2
201026_MIA_255.xms,10 mg/L stric_v13#8,2.801,Secologanin,Failed,2.54E+06,15605.804,10000,56.058,Calibration,P2
201026_MIA_256.xms,25 mg/L stric_v13#9,2.798,Secologanin,Failed,7.25E+06,45946.48,25000,83.786,Calibration,P2
201026_MIA_257.xms,50 mg/L stric_v13#10,2.793,Secologanin,Failed,1.04E+07,85558.008,50000,71.116,Calibration,P2
201026_MIA_258.xms,Solvent Blank,2.804,Secologanin,Failed,53020,123112.797,---,---,Blank,P2
201026_MIA_258001.xms,Solvent Blank,2.809,Secologanin,Failed,10446,14678.893,---,---,Blank,P2
201026_MIA_999.xms,Solvent Blank,2.828,Secologanin,Missing,0,---,---,---,Blank,P2
201026_MIA_001b.xms,Solvent Blank,3.049,Strictosidine,Failed,841,586.833,---,---,Blank,P2
201026_MIA_001b001.xms,Solvent Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P2
201026_MIA_002b.xms,QC_mix_00,3.066,Strictosidine,Failed,2985,25.918,---,---,Analysis,P2
201026_MIA_131b.xms,Solvent Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P2
201026_MIA_132b.xms,Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P2
201026_MIA_133b.xms,0.05 mg/L stric_v13#1,3.057,Strictosidine,Failed,4036,41.574,50,-16.852,Calibration,P2
201026_MIA_134b.xms,0.1 mg/L stric_v13#2,3.06,Strictosidine,Failed,9407,97.93,100,-2.07,Calibration,P2
201026_MIA_135b.xms,0.25 mg/L stric_v13#3,3.055,Strictosidine,Failed,26458,269.995,250,7.998,Calibration,P2
201026_MIA_136b.xms,0.5 mg/L stric_v13#4,3.06,Strictosidine,Failed,46058,488.619,500,-2.276,Calibration,P2
201026_MIA_137b.xms,1 mg/L stric_v13#5,3.055,Strictosidine,Failed,100636,897.164,1000,-10.284,Calibration,P2
201026_MIA_138b.xms,2.5 mg/L stric_v13#6,3.06,Strictosidine,Failed,227765,2203.884,2500,-11.845,Calibration,P2
201026_MIA_139b.xms,5 mg/L stric_v13#7,3.063,Strictosidine,Failed,489859,4847.107,5000,-3.058,Calibration,P2
201026_MIA_140b.xms,10 mg/L stric_v13#8,3.053,Strictosidine,Failed,903842,9640.265,10000,-3.597,Calibration,P2
201026_MIA_141b.xms,25 mg/L stric_v13#9,3.061,Strictosidine,Failed,2.37E+06,24223.965,25000,-3.104,Calibration,P2
201026_MIA_142b.xms,50 mg/L stric_v13#10,3.064,Strictosidine,Failed,4.73E+06,43653.484,50000,-12.693,Calibration,P2
201026_MIA_143b.xms,Solvent Blank,3.065,Strictosidine,Failed,13717,41967.547,---,---,Blank,P2
201026_MIA_143b001.xms,Solvent Blank,3.058,Strictosidine,Failed,2736,4905.843,---,---,Blank,P2
201026_MIA_143b002.xms,Solvent Blank,3.048,Strictosidine,Failed,553,2590.614,---,---,Blank,P2
201026_MIA_144b.xms,ISY_CYC_P2_A1,3.059,Strictosidine,Failed,541,34.312,---,---,Analysis,P2
201026_MIA_145b.xms,ISY_CYC_P2_A2,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_146.xms,ISY_CYC_P2_A3,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_147.xms,ISY_CYC_P2_A4,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_148.xms,ISY_CYC_P2_A5,3.055,Strictosidine,Failed,11146,157.995,---,---,Analysis,P2
201026_MIA_149.xms,ISY_CYC_P2_A6,3.051,Strictosidine,Failed,14735,201.057,---,---,Analysis,P2
201026_MIA_150.xms,ISY_CYC_P2_A7,3.053,Strictosidine,Failed,11946,174.598,---,---,Analysis,P2
201026_MIA_151.xms,ISY_CYC_P2_A8,3.038,Strictosidine,Failed,10200,139.701,---,---,Analysis,P2
201026_MIA_152.xms,ISY_CYC_P2_A9,3.038,Strictosidine,Failed,9965,158.443,---,---,Analysis,P2
201026_MIA_153.xms,ISY_CYC_P2_A10,3.039,Strictosidine,Failed,21137,279.477,---,---,Analysis,P2
201026_MIA_154.xms,ISY_CYC_P2_A11,3.042,Strictosidine,Failed,22338,284.24,---,---,Analysis,P2
201026_MIA_155.xms,ISY_CYC_P2_A12,3.053,Strictosidine,Failed,11074,159.287,---,---,Analysis,P2
201026_MIA_156.xms,QC_mix_07,3.065,Strictosidine,Failed,3449,27.538,1000,-97.246,Verification,P2
201026_MIA_157.xms,ISY_CYC_P2_B1,3.068,Strictosidine,Failed,8831,187.335,---,---,Analysis,P2
201026_MIA_158.xms,ISY_CYC_P2_B2,3.059,Strictosidine,Failed,7485,152.026,---,---,Analysis,P2
201026_MIA_159.xms,ISY_CYC_P2_B3,3.06,Strictosidine,Failed,6030,129.457,---,---,Analysis,P2
201026_MIA_160.xms,ISY_CYC_P2_B4,3.051,Strictosidine,Failed,12676,262.326,---,---,Analysis,P2
201026_MIA_161.xms,ISY_CYC_P2_B5,3.054,Strictosidine,Failed,14917,279.041,---,---,Analysis,P2
201026_MIA_162.xms,ISY_CYC_P2_B6,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_163.xms,ISY_CYC_P2_B7,3.061,Strictosidine,Failed,10501,150.904,---,---,Analysis,P2
201026_MIA_164.xms,ISY_CYC_P2_B8,3.069,Strictosidine,Failed,10460,154.196,---,---,Analysis,P2
201026_MIA_165.xms,ISY_CYC_P2_B9,3.073,Strictosidine,Failed,13619,177.263,---,---,Analysis,P2
201026_MIA_166.xms,ISY_CYC_P2_B10,3.06,Strictosidine,Failed,5049,87.764,---,---,Analysis,P2
201026_MIA_167.xms,ISY_CYC_P2_B11,3.06,Strictosidine,Failed,7018,115.39,---,---,Analysis,P2
201026_MIA_168.xms,ISY_CYC_P2_B12,3.058,Strictosidine,Failed,9675,145.696,---,---,Analysis,P2
201026_MIA_169.xms,QC_mix_08,3.061,Strictosidine,Failed,3225,26.748,1000,-97.325,Verification,P2
201026_MIA_170.xms,ISY_CYC_P2_C1,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_171.xms,ISY_CYC_P2_C2,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_172.xms,ISY_CYC_P2_C3,3.067,Strictosidine,Failed,19380,238.374,---,---,Analysis,P2
201026_MIA_173.xms,ISY_CYC_P2_C4,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_174.xms,ISY_CYC_P2_C5,3.079,Strictosidine,Failed,10157,139.435,---,---,Analysis,P2
201026_MIA_175.xms,ISY_CYC_P2_C6,3.067,Strictosidine,Failed,9944,130.914,---,---,Analysis,P2
201026_MIA_176.xms,ISY_CYC_P2_C7,3.073,Strictosidine,Failed,11826,153.094,---,---,Analysis,P2
201026_MIA_177.xms,ISY_CYC_P2_C8,3.058,Strictosidine,Failed,10553,158.091,---,---,Analysis,P2
201026_MIA_178.xms,ISY_CYC_P2_C9,3.059,Strictosidine,Failed,31997,335.211,---,---,Analysis,P2
201026_MIA_179.xms,ISY_CYC_P2_C10,3.063,Strictosidine,Failed,620,36.127,---,---,Analysis,P2
201026_MIA_180.xms,ISY_CYC_P2_C11,3.055,Strictosidine,Failed,8610,117.947,---,---,Analysis,P2
201026_MIA_181.xms,ISY_CYC_P2_C12,3.062,Strictosidine,Failed,7744,129.584,---,---,Analysis,P2
201026_MIA_182.xms,QC_mix_09,3.042,Strictosidine,Failed,2653,25.493,1000,-97.451,Verification,P2
201026_MIA_183.xms,ISY_CYC_P2_D1,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_184.xms,ISY_CYC_P2_D2,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_185.xms,ISY_CYC_P2_D3,3.03,Strictosidine,Failed,8993,146.623,---,---,Analysis,P2
201026_MIA_186.xms,ISY_CYC_P2_D4,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_187.xms,ISY_CYC_P2_D5,3.034,Strictosidine,Failed,9723,151.882,---,---,Analysis,P2
201026_MIA_188.xms,ISY_CYC_P2_D6,3.049,Strictosidine,Failed,8409,128.092,---,---,Analysis,P2
201026_MIA_189.xms,ISY_CYC_P2_D7,3.047,Strictosidine,Failed,8206,125.253,---,---,Analysis,P2
201026_MIA_190.xms,ISY_CYC_P2_D8,3.051,Strictosidine,Failed,10238,146.047,---,---,Analysis,P2
201026_MIA_191.xms,ISY_CYC_P2_D9,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_192.xms,ISY_CYC_P2_D10,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_193.xms,ISY_CYC_P2_D11,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_194.xms,ISY_CYC_P2_D12,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_195.xms,Solvent Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P2
201026_MIA_195001.xms,Solvent Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P2
201026_MIA_196.xms,Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P2
201026_MIA_197.xms,0.05 mg/L stric_v13#1,3.057,Strictosidine,Failed,6710,52.018,50,4.036,Calibration,P2
201026_MIA_198.xms,0.1 mg/L stric_v13#2,3.052,Strictosidine,Failed,15335,95.545,100,-4.455,Calibration,P2
201026_MIA_199.xms,0.25 mg/L stric_v13#3,3.065,Strictosidine,Failed,35101,298.636,250,19.454,Calibration,P2
201026_MIA_200.xms,0.5 mg/L stric_v13#4,3.077,Strictosidine,Failed,44551,467.754,500,-6.449,Calibration,P2
201026_MIA_201.xms,1 mg/L stric_v13#5,3.057,Strictosidine,Failed,101809,1112.592,1000,11.259,Calibration,P2
201026_MIA_202.xms,2.5 mg/L stric_v13#6,3.047,Strictosidine,Failed,196985,2473.955,2500,-1.042,Calibration,P2
201026_MIA_203.xms,5 mg/L stric_v13#7,3.048,Strictosidine,Failed,399765,4786.856,5000,-4.263,Calibration,P2
201026_MIA_204.xms,10 mg/L stric_v13#8,3.057,Strictosidine,Failed,860921,9229.127,10000,-7.709,Calibration,P2
201026_MIA_205.xms,25 mg/L stric_v13#9,3.066,Strictosidine,Failed,2.33E+06,26655.549,25000,6.622,Calibration,P2
201026_MIA_206.xms,50 mg/L stric_v13#10,3.056,Strictosidine,Failed,4.49E+06,55092.383,50000,10.185,Calibration,P2
201026_MIA_207.xms,Solvent Blank,3.073,Strictosidine,Failed,12761,33306.301,---,---,Blank,P2
201026_MIA_207001.xms,Solvent Blank,3.059,Strictosidine,Failed,3178,7120.906,---,---,Blank,P2
201026_MIA_207002.xms,Solvent Blank,3.061,Strictosidine,Failed,716,2096.421,---,---,Blank,P2
201026_MIA_208.xms,ISY_CYC_P2_E1,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_209.xms,ISY_CYC_P2_E2,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_210.xms,ISY_CYC_P2_E3,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_211.xms,ISY_CYC_P2_E4,3.055,Strictosidine,Failed,1774,50.561,---,---,Analysis,P2
201026_MIA_212.xms,ISY_CYC_P2_E5,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_213.xms,ISY_CYC_P2_E6,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_214.xms,ISY_CYC_P2_E7,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_215.xms,ISY_CYC_P2_E8,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_216.xms,ISY_CYC_P2_E9,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_217.xms,ISY_CYC_P2_E10,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_218.xms,ISY_CYC_P2_E11,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_219.xms,ISY_CYC_P2_E12,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_220.xms,QC_mix_10,3.049,Strictosidine,Failed,3054,24.496,1000,-97.55,Verification,P2
201026_MIA_221.xms,ISY_CYC_P2_F1,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_222.xms,ISY_CYC_P2_F2,3.037,Strictosidine,Failed,45490,901.804,---,---,Analysis,P2
201026_MIA_223.xms,ISY_CYC_P2_F3,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_224.xms,ISY_CYC_P2_F4,3.04,Strictosidine,Failed,1789,60.733,---,---,Analysis,P2
201026_MIA_225.xms,ISY_CYC_P2_F5,3.05,Strictosidine,Failed,5377,116.59,---,---,Analysis,P2
201026_MIA_226.xms,ISY_CYC_P2_F6,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_227.xms,ISY_CYC_P2_F7,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_228.xms,ISY_CYC_P2_F8,3.069,Strictosidine,Failed,4260,85.285,---,---,Analysis,P2
201026_MIA_229.xms,ISY_CYC_P2_F9,3.055,Strictosidine,Failed,1089,42.229,---,---,Analysis,P2
201026_MIA_230.xms,ISY_CYC_P2_F10,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_231.xms,ISY_CYC_P2_F11,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_232.xms,ISY_CYC_P2_F12,3.072,Strictosidine,Missing,0,---,---,---,Analysis,P2
201026_MIA_233.xms,QC_mix_11,3.052,Strictosidine,Failed,3324,23.675,1000,-97.632,Verification,P2
201026_MIA_234.xms,ISY_CYC_P2_G1,3.06,Strictosidine,Failed,134260,1877.16,---,---,Analysis,P2
201026_MIA_235.xms,ISY_CYC_P2_G2,3.055,Strictosidine,Failed,378435,5472.583,---,---,Analysis,P2
201026_MIA_236.xms,ISY_CYC_P2_G3,3.059,Strictosidine,Failed,189711,2743.835,---,---,Analysis,P2
201026_MIA_237.xms,ISY_CYC_P2_G4,3.05,Strictosidine,Failed,49621,736.332,---,---,Analysis,P2
201026_MIA_238.xms,ISY_CYC_P2_G5,3.053,Strictosidine,Failed,46865,693.914,---,---,Analysis,P2
201026_MIA_239.xms,ISY_CYC_P2_G6,3.062,Strictosidine,Failed,96180,1613,---,---,Analysis,P2
201026_MIA_240.xms,ISY_CYC_P2_H1,3.057,Strictosidine,Failed,38414,638.784,---,---,Analysis,P2
201026_MIA_241.xms,ISY_CYC_P2_H2,3.062,Strictosidine,Failed,34712,599.967,---,---,Analysis,P2
201026_MIA_242.xms,ISY_CYC_P2_H3,3.058,Strictosidine,Failed,40978,411.04,---,---,Analysis,P2
201026_MIA_243.xms,ISY_CYC_P2_H4,3.053,Strictosidine,Failed,115725,1535.445,---,---,Analysis,P2
201026_MIA_244.xms,ISY_CYC_P2_H5,3.048,Strictosidine,Failed,155469,2035.057,---,---,Analysis,P2
201026_MIA_245.xms,ISY_CYC_P2_H6,3.06,Strictosidine,Failed,111465,1637.944,---,---,Analysis,P2
201026_MIA_246.xms,Solvent Blank,3.065,Strictosidine,Failed,1114,97.483,---,---,Blank,P2
201026_MIA_246001.xms,Solvent Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P2
201026_MIA_247.xms,Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P2
201026_MIA_248.xms,0.05 mg/L stric_v13#1,3.053,Strictosidine,Failed,4266,54.807,50,9.614,Calibration,P2
201026_MIA_249.xms,0.1 mg/L stric_v13#2,3.037,Strictosidine,Failed,8862,96.453,100,-3.547,Calibration,P2
201026_MIA_250.xms,0.25 mg/L stric_v13#3,3.04,Strictosidine,Failed,26568,298.166,250,19.267,Calibration,P2
201026_MIA_251.xms,0.5 mg/L stric_v13#4,3.054,Strictosidine,Failed,42427,487.702,500,-2.46,Calibration,P2
201026_MIA_252.xms,1 mg/L stric_v13#5,3.035,Strictosidine,Failed,93646,1063.953,1000,6.395,Calibration,P2
201026_MIA_253.xms,2.5 mg/L stric_v13#6,3.052,Strictosidine,Failed,196573,2511.935,2500,0.477,Calibration,P2
201026_MIA_254.xms,5 mg/L stric_v13#7,3.049,Strictosidine,Failed,463048,5180.529,5000,3.611,Calibration,P2
201026_MIA_255.xms,10 mg/L stric_v13#8,3.035,Strictosidine,Failed,843402,9686.654,10000,-3.133,Calibration,P2
201026_MIA_256.xms,25 mg/L stric_v13#9,3.037,Strictosidine,Failed,2.06E+06,24352.574,25000,-2.59,Calibration,P2
201026_MIA_257.xms,50 mg/L stric_v13#10,3.04,Strictosidine,Failed,3.35E+06,51282.047,50000,2.564,Calibration,P2
201026_MIA_258.xms,Solvent Blank,3.064,Strictosidine,Failed,13982,60670.746,---,---,Blank,P2
201026_MIA_258001.xms,Solvent Blank,3.061,Strictosidine,Failed,2618,6871.591,---,---,Blank,P2
201026_MIA_999.xms,Solvent Blank,3.072,Strictosidine,Missing,0,---,---,---,Blank,P2
201026_MIA_001b.xms,Solvent Blank,2.393,Tryptamine,Identified,27944,27944,---,---,Blank,P2
201026_MIA_001b001.xms,Solvent Blank,2.389,Tryptamine,Identified,5010,5010,---,---,Blank,P2
201026_MIA_002b.xms,QC_mix_00,2.4,Tryptamine,Identified,12183,12183,---,---,Analysis,P2
201026_MIA_131b.xms,Solvent Blank,2.402,Tryptamine,Identified,3887,3887,---,---,Blank,P2
201026_MIA_132b.xms,Blank,2.394,Tryptamine,Identified,2708,2708,---,---,Blank,P2
201026_MIA_133b.xms,0.05 mg/L stric_v13#1,2.39,Tryptamine,Identified,15302,---,50,N/A,Calibration,P2
201026_MIA_134b.xms,0.1 mg/L stric_v13#2,2.391,Tryptamine,Identified,24214,46.425,100,-53.575,Calibration,P2
201026_MIA_135b.xms,0.25 mg/L stric_v13#3,2.393,Tryptamine,Identified,61718,376.776,250,50.711,Calibration,P2
201026_MIA_136b.xms,0.5 mg/L stric_v13#4,2.39,Tryptamine,Identified,108561,832.859,500,66.572,Calibration,P2
201026_MIA_137b.xms,1 mg/L stric_v13#5,2.401,Tryptamine,Identified,204265,1418.149,1000,41.815,Calibration,P2
201026_MIA_138b.xms,2.5 mg/L stric_v13#6,2.376,Tryptamine,Identified,463466,3745.96,2500,49.838,Calibration,P2
201026_MIA_139b.xms,5 mg/L stric_v13#7,2.385,Tryptamine,Identified,986020,8353.494,5000,67.07,Calibration,P2
201026_MIA_140b.xms,10 mg/L stric_v13#8,2.388,Tryptamine,Identified,1.66E+06,15252.389,10000,52.524,Calibration,P2
201026_MIA_141b.xms,25 mg/L stric_v13#9,2.379,Tryptamine,Identified,4.20E+06,37314.824,25000,49.259,Calibration,P2
201026_MIA_142b.xms,50 mg/L stric_v13#10,2.385,Tryptamine,Identified,8.30E+06,66807.867,50000,33.616,Calibration,P2
201026_MIA_143b.xms,Solvent Blank,2.402,Tryptamine,Identified,4920,9139.842,---,---,Blank,P2
201026_MIA_143b001.xms,Solvent Blank,2.387,Tryptamine,Identified,4305,4650.734,---,---,Blank,P2
201026_MIA_143b002.xms,Solvent Blank,2.385,Tryptamine,Identified,5270,15044.606,---,---,Blank,P2
201026_MIA_144b.xms,ISY_CYC_P2_A1,2.381,Tryptamine,Identified,1.22E+07,83360.672,---,---,Analysis,P2
201026_MIA_145b.xms,ISY_CYC_P2_A2,2.384,Tryptamine,Identified,4.58E+06,36084.066,---,---,Analysis,P2
201026_MIA_146.xms,ISY_CYC_P2_A3,2.375,Tryptamine,Identified,5.27E+06,40966.637,---,---,Analysis,P2
201026_MIA_147.xms,ISY_CYC_P2_A4,2.38,Tryptamine,Identified,6.99E+06,50802.828,---,---,Analysis,P2
201026_MIA_148.xms,ISY_CYC_P2_A5,2.423,Tryptamine,Identified,7706,N/A,---,---,Analysis,P2
201026_MIA_149.xms,ISY_CYC_P2_A6,2.434,Tryptamine,Failed,2212,N/A,---,---,Analysis,P2
201026_MIA_150.xms,ISY_CYC_P2_A7,2.359,Tryptamine,Identified,7.61E+06,55209.633,---,---,Analysis,P2
201026_MIA_151.xms,ISY_CYC_P2_A8,2.431,Tryptamine,Failed,535,N/A,---,---,Analysis,P2
201026_MIA_152.xms,ISY_CYC_P2_A9,2.36,Tryptamine,Identified,1.31E+07,103278.578,---,---,Analysis,P2
201026_MIA_153.xms,ISY_CYC_P2_A10,2.359,Tryptamine,Identified,1.61E+07,115498.008,---,---,Analysis,P2
201026_MIA_154.xms,ISY_CYC_P2_A11,2.438,Tryptamine,Failed,3022,N/A,---,---,Analysis,P2
201026_MIA_155.xms,ISY_CYC_P2_A12,2.419,Tryptamine,Failed,1745,N/A,---,---,Analysis,P2
201026_MIA_156.xms,QC_mix_07,2.384,Tryptamine,Identified,10340,N/A,1000,-100.1,Verification,P2
201026_MIA_157.xms,ISY_CYC_P2_B1,2.387,Tryptamine,Identified,3.53E+06,37055.504,---,---,Analysis,P2
201026_MIA_158.xms,ISY_CYC_P2_B2,2.378,Tryptamine,Identified,5.58E+06,54679.43,---,---,Analysis,P2
201026_MIA_159.xms,ISY_CYC_P2_B3,2.378,Tryptamine,Identified,5.99E+06,59727.406,---,---,Analysis,P2
201026_MIA_160.xms,ISY_CYC_P2_B4,2.43,Tryptamine,Failed,781,N/A,---,---,Analysis,P2
201026_MIA_161.xms,ISY_CYC_P2_B5,2.373,Tryptamine,Identified,1.22E+07,124031.813,---,---,Analysis,P2
201026_MIA_162.xms,ISY_CYC_P2_B6,2.371,Tryptamine,Identified,1.48E+07,155740.625,---,---,Analysis,P2
201026_MIA_163.xms,ISY_CYC_P2_B7,2.373,Tryptamine,Identified,1.18E+07,82616.984,---,---,Analysis,P2
201026_MIA_164.xms,ISY_CYC_P2_B8,2.376,Tryptamine,Identified,1.07E+07,76984.789,---,---,Analysis,P2
201026_MIA_165.xms,ISY_CYC_P2_B9,2.391,Tryptamine,Identified,5.26E+06,33357.035,---,---,Analysis,P2
